Message ke-0;        93;1641279652.85955
Message ke-1;        65;1641279652.86013
Message ke-2;        61;1641279652.860436
Message ke-3;        65;1641279652.861104
Message ke-4;        87;1641279652.861727
Message ke-5;        76;1641279652.862359
Message ke-6;        89;1641279652.862899
Message ke-7;        68;1641279652.863625
Message ke-8;        92;1641279652.863921
Message ke-9;        69;1641279652.8647
Message ke-10;        98;1641279652.865256
Message ke-11;        69;1641279652.866133
Message ke-12;        98;1641279652.866685
Message ke-13;        85;1641279652.867275
Message ke-14;        71;1641279652.867874
Message ke-15;        97;1641279652.868159
Message ke-16;       100;1641279652.868971
Message ke-17;        91;1641279652.870419
Message ke-18;        83;1641279652.872187
Message ke-19;        97;1641279652.873476
Message ke-20;        69;1641279652.874592
Message ke-21;        75;1641279652.875737
Message ke-22;        70;1641279652.876862
Message ke-23;        86;1641279652.878009
Message ke-24;        88;1641279652.879043
Message ke-25;        82;1641279652.880101
Message ke-26;        67;1641279652.881147
Message ke-27;        65;1641279652.882605
Message ke-28;        92;1641279652.883907
Message ke-29;        74;1641279652.885213
Message ke-30;        77;1641279652.886553
Message ke-31;        88;1641279652.887798
Message ke-32;        96;1641279652.889064
Message ke-33;        76;1641279652.890291
Message ke-34;        93;1641279652.891374
Message ke-35;        62;1641279652.89243
Message ke-36;        74;1641279652.894232
Message ke-37;        87;1641279652.895508
Message ke-38;        63;1641279652.89671
Message ke-39;        65;1641279652.898199
Message ke-40;        90;1641279652.899416
Message ke-41;        95;1641279652.900142
Message ke-42;        84;1641279652.900891
Message ke-43;        75;1641279652.902331
Message ke-44;        63;1641279652.903605
Message ke-45;        79;1641279652.904798
Message ke-46;        82;1641279652.90603
Message ke-47;        65;1641279652.90677
Message ke-48;        60;1641279652.907654
Message ke-49;        93;1641279652.909304
Message ke-50;        95;1641279652.910079
Message ke-51;        95;1641279652.91123
Message ke-52;        69;1641279652.912999
Message ke-53;        92;1641279652.913755
Message ke-54;        79;1641279652.914696
Message ke-55;        97;1641279652.91603
Message ke-56;        73;1641279652.917374
Message ke-57;       100;1641279652.918592
Message ke-58;        74;1641279652.919317
Message ke-59;        84;1641279652.920018
Message ke-60;        99;1641279652.921175
Message ke-61;        89;1641279652.922651
Message ke-62;        88;1641279652.923835
Message ke-63;        92;1641279652.925248
Message ke-64;        87;1641279652.926064
Message ke-65;        68;1641279652.926957
Message ke-66;        76;1641279652.928727
Message ke-67;        68;1641279652.929456
Message ke-68;        70;1641279652.931283
Message ke-69;        78;1641279652.932535
Message ke-70;        87;1641279652.933766
Message ke-71;        67;1641279652.934483
Message ke-72;        67;1641279652.935704
Message ke-73;        95;1641279652.937054
Message ke-74;        99;1641279652.937781
Message ke-75;        67;1641279652.939056
Message ke-76;        94;1641279652.940409
Message ke-77;        68;1641279652.941135
Message ke-78;        84;1641279652.941819
Message ke-79;        89;1641279652.943416
Message ke-80;        63;1641279652.944914
Message ke-81;        90;1641279652.945731
Message ke-82;        89;1641279652.946582
Message ke-83;        92;1641279652.948501
Message ke-84;        80;1641279652.949298
Message ke-85;        78;1641279652.950377
Message ke-86;        68;1641279652.952042
Message ke-87;        61;1641279652.952874
Message ke-88;        62;1641279652.953549
Message ke-89;        92;1641279652.955129
Message ke-90;        96;1641279652.956396
Message ke-91;        68;1641279652.957927
Message ke-92;        92;1641279652.959076
Message ke-93;        71;1641279652.959814
Message ke-94;        90;1641279652.960701
Message ke-95;        99;1641279652.962258
Message ke-96;        97;1641279652.963197
Message ke-97;        60;1641279652.964074
Message ke-98;        92;1641279652.965576
Message ke-99;        69;1641279652.967117
Message ke-100;        95;1641279652.968248
Message ke-101;        83;1641279652.968983
Message ke-102;        96;1641279652.969668
Message ke-103;        88;1641279652.970968
Message ke-104;        69;1641279652.972358
Message ke-105;        87;1641279652.973615
Message ke-106;        69;1641279652.974807
Message ke-107;        99;1641279652.975545
Message ke-108;        91;1641279652.976211
Message ke-109;        88;1641279652.97742
Message ke-110;       100;1641279652.978855
Message ke-111;        86;1641279652.97991
Message ke-112;        99;1641279652.980938
Message ke-113;        81;1641279652.981963
Message ke-114;        89;1641279652.982918
Message ke-115;        91;1641279652.983911
Message ke-116;        99;1641279652.984977
Message ke-117;        99;1641279652.986017
Message ke-118;        77;1641279652.986998
Message ke-119;        67;1641279652.988012
Message ke-120;        64;1641279652.989562
Message ke-121;        75;1641279652.990774
Message ke-122;        63;1641279652.991508
Message ke-123;        81;1641279652.992299
Message ke-124;        64;1641279652.993789
Message ke-125;        75;1641279652.994925
Message ke-126;        81;1641279652.996058
Message ke-127;        96;1641279652.996778
Message ke-128;        78;1641279652.997484
Message ke-129;        73;1641279652.9984
Message ke-130;        87;1641279652.999885
Message ke-131;        65;1641279653.001011
Message ke-132;        61;1641279653.002551
Message ke-133;        69;1641279653.00376
Message ke-134;        84;1641279653.004509
Message ke-135;        60;1641279653.005198
Message ke-136;        60;1641279653.006508
Message ke-137;        63;1641279653.007762
Message ke-138;        67;1641279653.008905
Message ke-139;        62;1641279653.010091
Message ke-140;       100;1641279653.010847
Message ke-141;       100;1641279653.011591
Message ke-142;       100;1641279653.012726
Message ke-143;        94;1641279653.014128
Message ke-144;        74;1641279653.015284
Message ke-145;        92;1641279653.016517
Message ke-146;        84;1641279653.017239
Message ke-147;       100;1641279653.018109
Message ke-148;        82;1641279653.019435
Message ke-149;        63;1641279653.021155
Message ke-150;        98;1641279653.021952
Message ke-151;        76;1641279653.023203
Message ke-152;        70;1641279653.024528
Message ke-153;        96;1641279653.02566
Message ke-154;        72;1641279653.02688
Message ke-155;        67;1641279653.027616
Message ke-156;        62;1641279653.028562
Message ke-157;        73;1641279653.030403
Message ke-158;        64;1641279653.031127
Message ke-159;        61;1641279653.032318
Message ke-160;        60;1641279653.033648
Message ke-161;        89;1641279653.034578
Message ke-162;        79;1641279653.03527
Message ke-163;        92;1641279653.036456
Message ke-164;        96;1641279653.038311
Message ke-165;        90;1641279653.03905
Message ke-166;        63;1641279653.039824
Message ke-167;        69;1641279653.040679
Message ke-168;        67;1641279653.042282
Message ke-169;        69;1641279653.043372
Message ke-170;        78;1641279653.044529
Message ke-171;        93;1641279653.045683
Message ke-172;        68;1641279653.046493
Message ke-173;        76;1641279653.047184
Message ke-174;        87;1641279653.048173
Message ke-175;        70;1641279653.049764
Message ke-176;        67;1641279653.050928
Message ke-177;        67;1641279653.052316
Message ke-178;       100;1641279653.053065
Message ke-179;        96;1641279653.054105
Message ke-180;       100;1641279653.055709
Message ke-181;        69;1641279653.056641
Message ke-182;        96;1641279653.057355
Message ke-183;        82;1641279653.058101
Message ke-184;        69;1641279653.059322
Message ke-185;        86;1641279653.060783
Message ke-186;       100;1641279653.06201
Message ke-187;        68;1641279653.063167
Message ke-188;        71;1641279653.063897
Message ke-189;        61;1641279653.064783
Message ke-190;        80;1641279653.066435
Message ke-191;        81;1641279653.067633
Message ke-192;        68;1641279653.068815
Message ke-193;        62;1641279653.069536
Message ke-194;        70;1641279653.070801
Message ke-195;        99;1641279653.072133
Message ke-196;        66;1641279653.072865
Message ke-197;        61;1641279653.073735
Message ke-198;        96;1641279653.075686
Message ke-199;        86;1641279653.076938
Message ke-200;        61;1641279653.078215
Message ke-201;        64;1641279653.078932
Message ke-202;        60;1641279653.079902
Message ke-203;        89;1641279653.080632
Message ke-204;        67;1641279653.081509
Message ke-205;        91;1641279653.082862
Message ke-206;        72;1641279653.084496
Message ke-207;        90;1641279653.085394
Message ke-208;        64;1641279653.086758
Message ke-209;        81;1641279653.087978
Message ke-210;        72;1641279653.089142
Message ke-211;       100;1641279653.08994
Message ke-212;        98;1641279653.090632
Message ke-213;        91;1641279653.091767
Message ke-214;        63;1641279653.093186
Message ke-215;        71;1641279653.094463
Message ke-216;        94;1641279653.095682
Message ke-217;        84;1641279653.096429
Message ke-218;        94;1641279653.097327
Message ke-219;        64;1641279653.099014
Message ke-220;        78;1641279653.099754
Message ke-221;        81;1641279653.100612
Message ke-222;        88;1641279653.102283
Message ke-223;        73;1641279653.103011
Message ke-224;        94;1641279653.104232
Message ke-225;        88;1641279653.105548
